"siteName","stateCode","siteVisitName","latitude_Degree","longitude_Degree","siteVisitStartDate","unique_species_count"
"SAAKAN0010","SA",20181028,-35.84202,137.907,"2018-10-28T11:10:41",24
"SAAKAN0010","SA",20201014,-35.84202,137.907,"2020-10-14T19:01:09",24
"SAAKAN0011","SA",20181029,-35.78337,138.0617,"2018-10-29T11:04:21",20
"SAAKAN0011","SA",20201015,-35.78337,138.0617,"2020-10-15T16:08:43",27
"SAAKAN0012","SA",20181030,-35.88435,137.9899,"2018-10-30T17:35:02",26
"SAAKAN0012","SA",20201015,-35.88435,137.9899,"2020-10-15T00:00:00",28
"SAAKAN0013","SA",20201009,-35.72361,136.821,"2020-10-09T16:17:46",17
"SAAMDD0007","SA",20110616,-34.36235,139.4997,"2011-06-16T00:00:00",12
"SAAMDD0007","SA",20200708,-34.36235,139.4997,"2020-07-08T11:38:29",6
"SAAMDD0008","SA",20110617,-34.34173,139.5077,"2011-06-17T00:00:00",9
"SAAMDD0008","SA",20200707,-34.34173,139.5077,"2020-07-07T16:01:42",12
"SAAMDD0009","SA",20110618,-34.3579,139.4859,"2011-06-18T00:00:00",14
"SAAMDD0009","SA",20200708,-34.3579,139.4859,"2020-07-08T17:26:26",20
"SAAMDD0010","SA",20110620,-34.32057,139.5024,"2011-06-20T00:00:00",12
"SAAMDD0010","SA",20200709,-34.32057,139.5024,"2020-07-09T09:23:33",13
"SAAMDD0011","SA",20110621,-34.31998,139.53,"2011-06-21T00:00:00",22
"SAAMDD0011","SA",20200709,-34.31998,139.53,"2020-07-09T14:58:06",23
"SAANUL0001","SA",20140909,-30.96576,132.0876,"2014-09-09T12:00:00",13
"SAANUL0002","SA",20140911,-31.39337,131.2774,"2014-09-11T10:51:33",24
"SAANUL0003","SA",20140911,-31.48237,131.2668,"2014-09-11T15:27:38",13
"SAANUL0004","SA",20140912,-31.51118,131.3066,"2014-09-12T09:49:05",17
"SAANUL0005","SA",20211123,-31.82004,132.288,"2021-11-23T00:00:00",8
"SAARIV0001","SA",20150812,-34.0843,140.7576,"2015-08-12T15:46:23",15
"SAARIV0001","SA",20160202,-34.0843,140.7576,"2016-02-02T00:00:00",14
"SAARIV0001","SA",20211026,-34.0843,140.7576,"2021-10-26T09:30:00",19
"SAARIV0002","SA",20150813,-34.08334,140.7585,"2015-08-13T12:44:28",17
"SAARIV0002","SA",20160201,-34.08334,140.7585,"2016-02-01T00:00:00",10
"SAARIV0003","SA",20150813,-34.08389,140.7602,"2015-08-13T13:41:53",10
"SAARIV0003","SA",20160201,-34.08389,140.7602,"2016-02-01T12:37:00",10
"SAARIV0004","SA",20150814,-34.26157,140.3869,"2015-08-14T13:01:45",12
"SAARIV0004","SA",20160201,-34.26157,140.3869,"2016-02-01T00:00:00",14
"SAARIV0004","SA",20211027,-34.26157,140.3869,"2021-10-27T00:00:00",19
"SAARIV0005","SA",20150814,-34.26347,140.3877,"2015-08-14T13:31:15",10
"SAARIV0005","SA",20160203,-34.26347,140.3877,"2016-02-03T14:38:00",10
"SAARIV0006","SA",20150814,-34.26363,140.3899,"2015-08-14T00:00:00",12
"SAARIV0006","SA",20160201,-34.26363,140.3899,"2016-02-01T00:00:00",13
"SAARIV0006","SA",20211027,-34.26363,140.3899,"2021-10-27T15:53:00",22
"SAARIV0007","SA",20150814,-34.15945,139.9268,"2015-08-14T00:00:00",6
"SAARIV0007","SA",20160204,-34.15945,139.9268,"2016-02-04T00:00:00",5
"SAARIV0008","SA",20150814,-34.15915,139.9254,"2015-08-14T00:00:00",12
"SAARIV0008","SA",20160202,-34.15915,139.9254,"2016-02-02T00:00:00",7
"SAARIV0009","SA",20150814,-34.15838,139.9279,"2015-08-14T00:00:00",13
"SAARIV0009","SA",20160203,-34.15838,139.9279,"2016-02-03T00:00:00",11
"SAARIV0010","SA",20211006,-34.35835,140.5702,"2021-10-06T14:01:18",14
"SAASTP0001","SA",20120627,-26.27817,134.9992,"2012-06-27T00:00:00",23
"SAASTP0002","SA",20120628,-26.27461,135.0156,"2012-06-28T00:00:00",23
"SAASTP0003","SA",20120629,-26.2739,135.073,"2012-06-29T00:00:00",22
"SAASTP0004","SA",20120701,-26.08814,135.4522,"2012-07-01T00:00:00",20
"SAASTP0005","SA",20120702,-26.09591,135.4235,"2012-07-02T00:00:00",25
"SAASTP0006","SA",20120808,-26.34025,135.8738,"2012-08-08T00:00:00",8
"SAASTP0007","SA",20120809,-26.35504,135.8166,"2012-08-09T00:00:00",23
"SAASTP0008","SA",20120810,-26.36888,135.7888,"2012-08-10T00:00:00",10
"SAASTP0009","SA",20120811,-26.35025,135.7046,"2012-08-11T00:00:00",19
"SAASTP0010","SA",20120812,-26.36668,135.5817,"2012-08-12T00:00:00",8
"SAASTP0011","SA",20120813,-26.4805,135.4576,"2012-08-13T00:00:00",6
"SAASTP0012","SA",20120814,-26.62279,135.4337,"2012-08-14T00:00:00",10
"SAASTP0013","SA",20120815,-26.5741,135.3074,"2012-08-15T00:00:00",13
"SAASTP0014","SA",20120913,-27.86115,136.6494,"2012-09-13T00:00:00",3
"SAASTP0015","SA",20120912,-27.86567,136.6783,"2012-09-12T00:00:00",18
"SAASTP0016","SA",20120914,-27.83496,136.6299,"2012-09-14T00:00:00",28
"SAASTP0017","SA",20120915,-27.83978,136.6397,"2012-09-15T00:00:00",24
"SAASTP0018","SA",20120916,-28.43343,136.4284,"2012-09-16T00:00:00",29
"SAASTP0019","SA",20120917,-28.41966,136.4812,"2012-09-17T00:00:00",29
"SAASTP0020","SA",20120918,-28.43764,136.4588,"2012-09-18T00:00:00",28
"SAASTP0021","SA",20120918,-28.40247,136.5329,"2012-09-18T00:00:00",23
"SAASTP0022","SA",20121017,-28.20561,134.536,"2012-10-17T00:00:00",20
"SAASTP0023","SA",20121018,-28.20895,134.5849,"2012-10-18T00:00:00",23
"SAASTP0024","SA",20121019,-27.9941,134.9739,"2012-10-19T00:00:00",7
"SAASTP0025","SA",20121019,-27.95972,134.9713,"2012-10-19T00:00:00",10
"SAASTP0026","SA",20121020,-27.78888,134.8922,"2012-10-20T00:00:00",10
"SAASTP0027","SA",20121021,-27.73725,134.8438,"2012-10-21T00:00:00",7
"SAASTP0028","SA",20121021,-27.71056,134.8446,"2012-10-21T00:00:00",6
"SAASTP0029","SA",20121023,-28.08708,135.8615,"2012-10-23T00:00:00",17
"SAASTP0030","SA",20130819,-29.2902,139.1799,"2013-08-19T00:00:00",22
"SAASTP0031","SA",20130820,-29.27698,139.1756,"2013-08-20T00:00:00",23
"SAASTP0032","SA",20130820,-29.28949,139.1825,"2013-08-20T00:00:00",22
"SAASTP0033","SA",20190523,-30.36058,135.3898,"2019-05-23T14:35:08",6
"SAASTP0034","SA",20190524,-30.3634,135.5281,"2019-05-24T09:43:00",10
"SASMDD0001","SA",20120921,-34.00266,140.5864,"2012-09-21T00:00:00",14
"SASMDD0001","SA",20190502,-34.00266,140.5864,"2019-05-02T11:56:18",7
"SASMDD0002","SA",20120923,-34.0117,140.5927,"2012-09-23T00:00:00",20
"SASMDD0003","SA",20150501,-33.99453,140.5856,"2015-05-01T10:24:34",14
"SASMDD0004","SA",20130122,-33.99676,140.7346,"2013-01-22T00:00:00",7
"SASMDD0004","SA",20150423,-33.99676,140.7346,"2015-04-23T15:32:10",8
"SASMDD0005","SA",20120924,-33.97431,140.7258,"2012-09-24T00:00:00",17
"SASMDD0005","SA",20150429,-33.97431,140.7258,"2015-04-29T09:20:44",15
"SASMDD0006","SA",20120925,-33.97274,140.7273,"2012-09-25T00:00:00",21
"SASMDD0006","SA",20150429,-33.97274,140.7273,"2015-04-29T17:10:59",21
"SASMDD0006","SA",20190501,-33.97274,140.7273,"2019-05-01T11:26:50",22
"SASMDD0008","SA",20150426,-34.04415,140.7603,"2015-04-26T08:29:02",5
"SASMDD0008","SA",20190430,-34.04415,140.7603,"2019-04-30T10:39:02",8
"SASMDD0009","SA",20150430,-34.06028,140.6946,"2015-04-30T14:48:41",19
"SASMDD0011","SA",20121216,-34.01889,140.7095,"2012-12-16T00:00:00",6
"SASMDD0011","SA",20150424,-34.01889,140.7095,"2015-04-24T09:48:33",13
"SASMDD0012","SA",20131119,-34.05914,140.7543,"2013-11-19T00:00:00",10
"SASMDD0013","SA",20131118,-34.0567,140.7349,"2013-11-18T00:00:00",10
"SASMDD0014","SA",20131120,-34.03776,140.7054,"2013-11-20T00:00:00",11
"SASMDD0016","SA",20150425,-33.9569,140.7185,"2015-04-25T13:50:44",14
"SASMDD0017","SA",20141030,-33.95559,140.718,"2014-10-30T16:15:00",13
"SASMDD0017","SA",20150424,-33.95559,140.718,"2015-04-24T15:07:21",10
"SASMDD0018","SA",20150502,-34.00307,140.5761,"2015-05-02T15:44:49",19
"SASRIV0001","SA",20150428,-34.03783,140.756,"2015-04-28T08:40:01",4
"SASRIV0001","SA",20190430,-34.03783,140.756,"2019-04-30T15:59:56",3
"SASRIV0002","SA",20150428,-34.04283,140.7806,"2015-04-28T14:20:24",6
"SATEYB0001","SA",20141028,-34.50431,138.7032,"2014-10-28T11:10:40",24
"SATEYB0001","SA",20180925,-34.50431,138.7032,"2018-09-25T10:18:18",33
"SATEYB0002","SA",20141030,-33.48903,138.0801,"2014-10-30T12:01:14",29
"SATEYB0002","SA",20180912,-33.48903,138.0801,"2018-09-12T12:41:37",24
"SATFLB0001","SA",20120813,-34.60901,138.8613,"2012-08-13T00:00:00",17
"SATFLB0001","SA",20180924,-34.60901,138.8613,"2018-09-24T10:39:17",35
"SATFLB0002","SA",20120814,-34.6831,138.9086,"2012-08-14T00:00:00",27
"SATFLB0002","SA",20180925,-34.6831,138.9086,"2018-09-25T16:47:00",47
"SATFLB0003","SA",20120815,-34.57693,139.0061,"2012-08-15T00:00:00",15
"SATFLB0003","SA",20180924,-34.57693,139.0061,"2018-09-24T15:45:27",40
"SATFLB0004","SA",20120918,-31.32774,138.5673,"2012-09-18T00:00:00",17
"SATFLB0004","SA",20180828,-31.32774,138.5673,"2018-08-28T09:20:29",26
"SATFLB0005","SA",20120820,-31.31546,138.5664,"2012-08-20T00:00:00",14
"SATFLB0005","SA",20180828,-31.31546,138.5664,"2018-08-28T20:09:23",23
"SATFLB0006","SA",20120821,-30.77565,138.7976,"2012-08-21T00:00:00",16
"SATFLB0006","SA",20180812,-30.77565,138.7976,"2018-08-12T12:08:06",13
"SATFLB0007","SA",20120922,-31.54388,138.5946,"2012-09-22T00:00:00",12
"SATFLB0007","SA",20180829,-31.54388,138.5946,"2018-08-29T17:09:24",21
"SATFLB0008","SA",20120823,-32.32096,137.9544,"2012-08-23T00:00:00",15
"SATFLB0008","SA",20180831,-32.32096,137.9544,"2018-08-31T09:29:32",35
"SATFLB0009","SA",20120824,-32.31052,137.9683,"2012-08-24T00:00:00",17
"SATFLB0009","SA",20180901,-32.31052,137.9683,"2018-09-01T17:22:33",32
"SATFLB0010","SA",20120825,-32.82851,138.0327,"2012-08-25T00:00:00",22
"SATFLB0010","SA",20180911,-32.82851,138.0327,"2018-09-11T20:23:47",27
"SATFLB0011","SA",20120826,-32.74842,138.1363,"2012-08-26T00:00:00",16
"SATFLB0011","SA",20180910,-32.74842,138.1363,"2018-09-10T15:50:23",35
"SATFLB0012","SA",20121116,-34.88077,138.7083,"2012-11-16T00:00:00",21
"SATFLB0012","SA",20180926,-34.88077,138.7083,"2018-09-26T11:27:48",38
"SATFLB0013","SA",20121119,-33.9142,138.6038,"2012-11-19T00:00:00",18
"SATFLB0013","SA",20180915,-33.9142,138.6038,"2018-09-15T12:46:51",31
"SATFLB0014","SA",20121120,-34.00514,138.9594,"2012-11-20T00:00:00",32
"SATFLB0014","SA",20180915,-34.00514,138.9594,"2018-09-15T15:59:00",34
"SATFLB0015","SA",20121122,-34.93343,138.727,"2012-11-22T00:00:00",28
"SATFLB0015","SA",20181004,-34.93343,138.727,"2018-10-04T14:30:08",58
"SATFLB0016","SA",20130806,-30.34347,139.3397,"2013-08-06T00:00:00",17
"SATFLB0016","SA",20180808,-30.34347,139.3397,"2018-08-08T17:36:00",11
"SATFLB0017","SA",20130807,-30.33181,139.3737,"2013-08-07T00:00:00",13
"SATFLB0017","SA",20180806,-30.33181,139.3737,"2018-08-06T16:08:46",9
"SATFLB0018","SA",20130808,-30.21904,139.3241,"2013-08-08T00:00:00",18
"SATFLB0018","SA",20180808,-30.21904,139.3241,"2018-08-08T11:10:00",12
"SATFLB0019","SA",20130809,-30.21953,139.2329,"2013-08-09T00:00:00",21
"SATFLB0019","SA",20180807,-30.21953,139.2329,"2018-08-07T10:00:34",12
"SATFLB0020","SA",20130810,-30.25568,139.2272,"2013-08-10T00:00:00",19
"SATFLB0020","SA",20180807,-30.25568,139.2272,"2018-08-07T12:00:00",21
"SATFLB0021","SA",20130814,-30.41211,139.2199,"2013-08-14T00:00:00",17
"SATFLB0021","SA",20180809,-30.41211,139.2199,"2018-08-09T14:07:33",4
"SATFLB0022","SA",20130814,-30.40601,139.2261,"2013-08-14T00:00:00",25
"SATFLB0022","SA",20180809,-30.40601,139.2261,"2018-08-09T10:56:00",14
"SATFLB0023","SA",20130815,-30.59944,139.0736,"2013-08-15T00:00:00",15
"SATFLB0023","SA",20180811,-30.59944,139.0736,"2018-08-11T10:32:00",9
"SATFLB0024","SA",20130816,-30.76086,138.5796,"2013-08-16T00:00:00",20
"SATFLB0024","SA",20180811,-30.76086,138.5796,"2018-08-11T16:23:11",12
"SATFLB0025","SA",20130817,-30.78501,138.6329,"2013-08-17T00:00:00",16
"SATFLB0025","SA",20180813,-30.78501,138.6329,"2018-08-13T10:35:11",12
"SATFLB0026","SA",20141029,-34.88776,138.787,"2014-10-29T14:47:52",33
"SATFLB0026","SA",20181109,-34.88776,138.787,"2018-11-09T14:54:24",45
"SATFLB0027","SA",20141105,-35.08308,138.679,"2014-11-05T12:10:50",32
"SATFLB0027","SA",20181102,-35.08308,138.679,"2018-11-02T10:14:38",42
"SATFLB0028","SA",20141106,-33.55308,138.3933,"2014-11-06T00:00:00",41
"SATFLB0028","SA",20180914,-33.55308,138.3933,"2018-09-14T11:16:56",49
"SATKAN0001","SA",20120821,-35.60827,138.2613,"2012-08-21T00:00:00",25
"SATKAN0001","SA",20181120,-35.60827,138.2613,"2018-11-20T11:40:42",31
"SATKAN0002","SA",20120822,-35.27211,138.6902,"2012-08-22T00:00:00",25
"SATKAN0002","SA",20181128,-35.27211,138.6902,"2018-11-28T11:11:50",38
"SATKAN0003","SA",20141103,-35.46094,138.604,"2014-11-03T12:19:52",26
"SATKAN0003","SA",20181113,-35.46094,138.604,"2018-11-13T13:09:00",45
"SATKAN0004","SA",20141105,-34.92717,139.0381,"2014-11-05T00:00:00",46
"SATKAN0004","SA",20181002,-34.92717,139.0381,"2018-10-02T10:32:46",59
"SATSTP0001","SA",20130810,-30.56166,139.4363,"2013-08-10T00:00:00",12
"SATSTP0001","SA",20180810,-30.56166,139.4363,"2018-08-10T09:13:06",8
"SATSTP0002","SA",20130812,-30.65633,139.5474,"2013-08-12T00:00:00",19
"SATSTP0002","SA",20180810,-30.65633,139.5474,"2018-08-10T12:21:00",16
"SATSTP0003","SA",20130815,-29.75528,138.8492,"2013-08-15T00:00:00",22
"SATSTP0003","SA",20180804,-29.75528,138.8492,"2018-08-04T08:54:04",11
"SATSTP0004","SA",20130815,-29.79147,138.8319,"2013-08-15T12:00:00",23
"SATSTP0004","SA",20180803,-29.79147,138.8319,"2018-08-03T15:17:29",16
"SATSTP0005","SA",20130817,-29.4566,138.8488,"2013-08-17T00:00:00",27
"SATSTP0005","SA",20180805,-29.4566,138.8488,"2018-08-05T13:20:00",13
"SATSTP0006","SA",20130817,-29.5305,138.8167,"2013-08-17T00:00:00",17
"SATSTP0006","SA",20180804,-29.5305,138.8167,"2018-08-04T17:28:26",9
"SATSTP0007","SA",20130818,-29.536,138.8171,"2013-08-18T00:00:00",8
"SATSTP0007","SA",20180804,-29.536,138.8171,"2018-08-04T15:19:59",5
"SATSTP0008","SA",20130818,-29.38786,138.8814,"2013-08-18T00:00:00",20
"SATSTP0008","SA",20180805,-29.38786,138.8814,"2018-08-05T13:56:55",6
"TCABEL0001","TC",20200130,-41.54714,147.6685,"2020-01-30T14:41:43",29
"TCABEL0002","TC",20200131,-41.54086,147.664,"2020-01-31T10:49:45",28
"TCABEL0003","TC",20200131,-41.53414,147.6698,"2020-01-31T16:53:00",29
"TCATCH0001","TC",20200202,-41.76148,146.7196,"2020-02-02T17:35:13",44
"TCATCH0002","TC",20200204,-41.92487,146.6828,"2020-02-04T08:29:24",27
"TCATCH0003","TC",20200204,-41.96204,146.6776,"2020-02-04T17:57:33",22
"TCATCH0004","TC",20200205,-41.98839,146.8357,"2020-02-05T14:08:00",20
"TCATCH0005","TC",20200206,-41.97681,146.664,"2020-02-06T11:23:28",20
"TCATCH0006","TC",20200206,-41.9658,146.652,"2020-02-06T15:29:07",24
"TCATCH0007","TC",20200207,-41.8833,146.4576,"2020-02-07T15:05:38",27
"TCATCH0008","TC",20200208,-41.85705,146.5876,"2020-02-08T09:24:02",29
"TCATCH0009","TC",20200208,-41.88592,146.6151,"2020-02-08T17:16:07",19
"TCATCH0010","TC",20200209,-41.79148,146.6825,"2020-02-09T08:57:47",20
"TCATCH0011","TC",20200210,-41.85208,146.6894,"2020-02-10T10:35:22",16
"TCATCH0012","TC",20200211,-42.09256,147.0857,"2020-02-11T14:30:56",27
"TCATNM0001","TC",20191121,-41.77416,147.3155,"2019-11-21T10:04:22",23
"TCATNM0002","TC",20191122,-42.05208,147.4168,"2019-11-22T16:35:17",41
"TCATNM0003","TC",20191123,-42.0368,147.433,"2019-11-23T09:29:00",23
"TCATNM0004","TC",20191124,-41.84563,147.4839,"2019-11-24T09:20:44",20
"TCATNM0005","TC",20191125,-41.7969,147.608,"2019-11-25T09:40:04",29
"TCATNM0006","TC",20191126,-42.05241,147.5493,"2019-11-26T10:38:05",37
"VCAAUA0001","VC",20180122,-36.90897,147.2877,"2018-01-22T12:14:47",27
"VCAAUA0002","VC",20180123,-36.91451,147.281,"2018-01-23T11:15:58",33
"VCAAUA0003","VC",20180124,-36.86217,147.3201,"2018-01-24T08:35:02",19
"VCAAUA0004","VC",20180124,-36.90776,147.2901,"2018-01-24T12:35:00",34
"VCAAUA0005","VC",20180125,-36.89268,147.2987,"2018-01-25T11:00:00",28
"VCAAUA0006","VC",20180126,-36.91622,147.2128,"2018-01-26T11:41:02",45
"VCAAUA0007","VC",20180127,-36.90786,147.2556,"2018-01-27T10:44:41",26
"VCAAUA0008","VC",20180127,-36.90306,147.2523,"2018-01-27T15:26:53",29
"VCAAUA0009","VC",20180128,-36.89401,147.3025,"2018-01-28T16:23:22",31
"VCAAUA0010","VC",20180129,-36.85673,147.3535,"2018-01-29T11:25:00",22
"VCAAUA0011","VC",20180130,-37.11072,147.1643,"2018-01-30T18:13:26",38
"VCAAUA0012","VC",20180131,-37.10012,147.1556,"2018-01-31T09:44:00",34
"VCAAUA0013","VC",20180202,-37.40826,146.7511,"2018-02-02T09:20:20",49
"VCAAUA0014","VC",20180202,-37.40208,146.7551,"2018-02-02T13:43:52",34
"VCAAUA0015","VC",20180203,-37.38885,146.7646,"2018-02-03T10:10:00",53
"VCAMDD0001","VC",20150120,-34.98099,141.6105,"2015-01-20T08:36:00",3
"VCAMDD0002","VC",20150120,-34.98229,141.6515,"2015-01-20T18:29:41",12
"VCAMDD0003","VC",20150121,-34.99829,141.7284,"2015-01-21T09:44:01",12
"WAAAVW0001","WA",20161004,-31.90224,118.9436,"2016-10-04T15:17:20",29
"WAAAVW0002","WA",20161005,-31.84583,118.9051,"2016-10-05T12:09:59",31
"WAAAVW0003","WA",20161006,-32.4804,116.9389,"2016-10-06T17:37:53",24
"WAAAVW0004","WA",20161006,-32.47971,116.9356,"2016-10-06T17:18:03",30
"WAAAVW0005","WA",20190827,-29.61681,116.9662,"2019-08-27T15:30:33",22
"WAAAVW0006","WA",20190828,-29.60355,116.9675,"2019-08-28T10:53:00",42
"WAAAVW0007","WA",20190828,-29.67205,116.9664,"2019-08-28T15:01:27",13
"WAACAR0001","WA",20190726,-26.40814,114.3667,"2019-07-26T13:15:52",22
"WAACAR0002","WA",20190726,-26.48102,114.2778,"2019-07-26T15:43:59",18
"WAACAR0003","WA",20190727,-26.51508,114.0984,"2019-07-27T12:19:28",37
"WAACAR0004","WA",20190727,-26.36806,114.2202,"2019-07-27T16:40:12",12
"WAACEK0001","WA",20160609,-16.46152,126.3979,"2016-06-09T16:12:52",16
"WAACEK0001","WA",20210531,-16.46152,126.3979,"2021-05-31T00:00:00",35
"WAACEK0002","WA",20160610,-17.05257,125.2424,"2016-06-10T12:44:24",19
"WAACEK0002","WA",20210601,-17.05257,125.2424,"2021-06-01T00:00:00",13
"WAACEK0003","WA",20160611,-17.23797,125.2956,"2016-06-11T09:19:24",25
"WAACEK0003","WA",20210603,-17.23797,125.2956,"2021-06-03T00:00:00",27
"WAACOO0001","WA",20130702,-31.39961,119.5189,"2013-07-02T14:18:00",26
"WAACOO0002","WA",20131006,-31.40167,119.6514,"2013-10-06T09:41:00",1
"WAACOO0003","WA",20130710,-31.39997,119.6479,"2013-07-10T09:51:00",42
"WAACOO0004","WA",20130820,-31.39886,119.6466,"2013-08-20T00:00:00",32
"WAACOO0005","WA",20130823,-31.60288,119.8096,"2013-08-23T10:01:00",27
"WAACOO0006","WA",20130723,-31.59638,119.8241,"2013-07-23T12:00:00",20
"WAACOO0007","WA",20130823,-31.60672,119.8075,"2013-08-23T10:40:00",18
"WAACOO0008","WA",20130903,-31.60951,119.7923,"2013-09-03T10:45:00",19
"WAACOO0009","WA",20131003,-31.23911,120.3261,"2013-10-03T00:00:00",26
"WAACOO0010","WA",20131015,-31.23181,120.3298,"2013-10-15T00:00:00",35
"WAACOO0011","WA",20131004,-31.25284,120.3419,"2013-10-04T16:01:00",12
"WAACOO0012","WA",20140305,-31.23736,120.3323,"2014-03-05T16:02:00",31
"WAACOO0016","WA",20140106,-31.20322,120.3082,"2014-01-06T16:03:00",51
"WAACOO0017","WA",20140217,-31.16964,120.3049,"2014-02-17T00:00:00",40
"WAACOO0018","WA",20140220,-31.19562,120.3179,"2014-02-20T16:05:00",42
"WAACOO0019","WA",20140303,-31.20711,120.2651,"2014-03-03T00:00:00",41
"WAACOO0020","WA",20131030,-30.192,120.6551,"2013-10-30T00:00:00",15
"WAACOO0021","WA",20131101,-30.19233,120.6506,"2013-11-01T12:00:00",14
"WAACOO0022","WA",20131101,-30.19531,120.6327,"2013-11-01T16:06:00",9
"WAACOO0023","WA",20131115,-30.19279,120.6415,"2013-11-15T16:07:00",15
"WAACOO0024","WA",20131126,-30.18542,120.6441,"2013-11-26T16:09:00",9
"WAACOO0025","WA",20131129,-30.19512,120.5988,"2013-11-29T16:10:00",34
"WAACOO0026","WA",20140104,-30.53039,120.6657,"2014-01-04T00:00:00",24
"WAACOO0027","WA",20140121,-30.50149,120.66,"2014-01-21T00:00:00",27
"WAACOO0028","WA",20140109,-30.48758,120.6581,"2014-01-09T00:00:00",37
"WAACOO0029","WA",20140111,-30.4329,120.6267,"2014-01-11T16:13:00",28
"WAACOO0030","WA",20140627,-32.01217,126.2634,"2014-06-27T11:39:51",18
"WAACOO0031","WA",20161003,-30.68532,120.2574,"2016-10-03T11:41:07",30
"WAACOO0032","WA",20161003,-30.78853,120.3149,"2016-10-03T16:36:50",27
"WAADAL0001","WA",20160612,-17.41527,124.9455,"2016-06-12T10:06:24",25
"WAADAL0001","WA",20210604,-17.41527,124.9455,"2021-06-04T00:00:00",29
"WAADAL0002","WA",20190704,-17.89306,122.65,"2019-07-04T13:42:08",11
"WAADAL0003","WA",20190704,-17.88259,122.629,"2019-07-04T17:31:24",7
"WAADAL0004","WA",20190705,-17.89153,122.6559,"2019-07-05T15:48:43",23
"WAADAL0005","WA",20190706,-17.48489,123.0315,"2019-07-06T12:55:05",20
"WAAESP0001","WA",20161012,-34.4769,117.7543,"2016-10-12T18:02:33",41
"WAAGAS0001","WA",20160808,-23.40913,120.5597,"2016-08-08T11:18:01",8
"WAAGAS0002","WA",20160808,-23.3847,120.4791,"2016-08-08T15:32:20",22
"WAAGES0001","WA",20160830,-27.52382,114.529,"2016-08-30T11:35:46",38
"WAAGES0001","WA",20190801,-27.52382,114.529,"2019-08-01T15:49:59",33
"WAAGES0002","WA",20160830,-27.50954,114.6083,"2016-08-30T19:14:08",27
"WAAGES0002","WA",20190802,-27.50954,114.6083,"2019-08-02T16:26:45",26
"WAAGES0003","WA",20160831,-27.60539,114.6922,"2016-08-31T17:28:17",41
"WAAGES0003","WA",20190801,-27.60539,114.6922,"2019-08-01T10:37:08",31
"WAAGES0004","WA",20190802,-27.49707,114.7182,"2019-08-02T17:04:00",26
"WAAGES0005","WA",20190803,-27.52968,114.6749,"2019-08-03T10:50:07",34
"WAAGSD0001","WA",20160614,-19.81246,121.4742,"2016-06-14T09:52:07",6
"WAAGSD0001","WA",20210606,-19.81246,121.4742,"2021-06-06T00:00:00",10
"WAAGSD0002","WA",20210605,-19.76637,121.3762,"2021-06-05T00:00:00",9
"WAAGSD0003","WA",20210606,-19.79706,121.4586,"2021-06-06T00:00:00",15
"WAAGSD0004","WA",20210607,-19.77521,121.425,"2021-06-07T00:00:00",10
"WAAGVD0001","WA",20140630,-29.66926,125.1303,"2014-06-30T18:09:50",22
"WAAGVD0007","WA",20220502,-30.41388,124.3925,"2022-05-02T08:16:14",12
"WAAGVD0008","WA",20220502,-30.30217,124.3926,"2022-05-02T09:07:46",12
"WAAGVD0009","WA",20220503,-30.26427,124.4054,"2022-05-03T12:00:00",21
"WAAGVD0010","WA",20220504,-29.94917,124.604,"2022-05-04T16:27:09",28
"WAAGVD0011","WA",20220504,-29.95285,124.6057,"2022-05-04T16:40:25",24
"WAAGVD0012","WA",20220505,-29.92833,124.6116,"2022-05-05T16:47:36",25
"WAAGVD0014","WA",20220506,-29.8478,124.7126,"2022-05-06T12:00:00",16
"WAAGVD0015","WA",20220506,-29.88554,124.6893,"2022-05-06T13:21:26",21
"WAAGVD0016","WA",20220507,-29.8995,124.7022,"2022-05-07T15:05:07",22
"WAAGVD0017","WA",20220507,-29.91168,124.6726,"2022-05-07T12:00:00",16
"WAAHAM0001","WA",20140624,-31.98483,128.2852,"2014-06-24T10:01:05",17
"WAAHAM0002","WA",20140624,-31.88826,128.2373,"2014-06-24T17:13:07",14
"WAAHAM0003","WA",20140625,-31.7691,128.2881,"2014-06-25T11:37:05",13
"WAAHAM0004","WA",20140625,-31.95245,127.2743,"2014-06-25T18:14:12",20
"WAAHAM0005","WA",20140626,-32.22587,127.4403,"2014-06-26T12:32:48",21
"WAAHAM0006","WA",20140628,-32.21914,126.3019,"2014-06-28T17:00:42",11
"WAAJAF0001","WA",20161010,-34.61917,117.1554,"2016-10-10T14:58:38",51
"WAAJAF0002","WA",20161011,-34.59954,117.2661,"2016-10-11T12:47:01",48
"WAAJAF0003","WA",20161012,-34.40363,117.6876,"2016-10-12T12:51:03",60
"WAALSD0001","WA",20140515,-25.09664,120.724,"2014-05-15T09:00:00",24
"WAALSD0001","WA",20210629,-25.09664,120.724,"2021-06-29T00:00:00",20
"WAALSD0002","WA",20140518,-25.0572,120.7392,"2014-05-18T09:00:00",15
"WAALSD0003","WA",20140521,-25.26887,120.6275,"2014-05-21T09:00:00",22
"WAALSD0003","WA",20210630,-25.26887,120.6275,"2021-06-30T00:00:00",8
"WAALSD0004","WA",20210629,-25.26473,120.6413,"2021-06-29T00:00:00",13
"WAAMAL0001","WA",20140627,-32.06314,126.2793,"2014-06-27T18:17:34",13
"WAAMAL0002","WA",20161007,-32.81472,119.1428,"2016-10-07T18:36:14",33
